gender,user_id,category_id,category_name,subcategory_id,subcategory_name,param1,param2,param3,param1_microcat_id,param2_microcat_id,param3_microcat_id
female,154196902,28,Личные вещи,60,Детская одежда и обувь,Для девочек,Обувь,34,478.0,7091.0,847.0
female,154196902,28,Личные вещи,60,Детская одежда и обувь,Для девочек,Платья и юбки,110-116 см (4-6 лет),478.0,4897.0,6988.0
female,154196902,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,48–50 (XL),1989.0,6949.0,1573.0
female,154196902,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Обувь,37,1989.0,2679.0,2008.0
female,154196902,28,Личные вещи,60,Детская одежда и обувь,Для девочек,Платья и юбки,98-104 см (2-4 года),478.0,4897.0,1802.0
female,154196902,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Другое,,1989.0,4488.0,
female,154196902,28,Личные вещи,47,Товары для детей и игрушки,Игрушки,,,5428.0,,
female,154196902,28,Личные вещи,22,"Одежда, обувь, аксессуары",Мужская одежда,Обувь,44,3285.0,6813.0,7368.0
female,154196902,28,Личные вещи,22,"Одежда, обувь, аксессуары",Мужская одежда,Обувь,43,3285.0,6813.0,5386.0
female,154196902,28,Личные вещи,60,Детская одежда и обувь,Для девочек,Верхняя одежда,110-116 см (4-6 лет),478.0,149.0,4619.0
female,154196902,28,Личные вещи,60,Детская одежда и обувь,Для девочек,Трикотаж,122-128 см (6-8 лет),478.0,6514.0,324.0
female,154196902,28,Личные вещи,47,Товары для детей и игрушки,Игрушки,,,5428.0,,
female,154196902,28,Личные вещи,47,Товары для детей и игрушки,Товары для купания,,,5204.0,,
female,154196902,28,Личные вещи,60,Детская одежда и обувь,Для девочек,Трикотаж,110-116 см (4-6 лет),478.0,6514.0,2767.0
female,154196902,28,Личные вещи,47,Товары для детей и игрушки,Игрушки,,,5428.0,,
female,154196902,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,46–48 (L),1989.0,6949.0,775.0
female,154196902,28,Личные вещи,47,Товары для детей и игрушки,Игрушки,,,5428.0,,
female,154196902,7,Хобби и отдых,37,Коллекционирование,Игры,,,5848.0,,
female,154196902,28,Личные вещи,47,Товары для детей и игрушки,Игрушки,,,5428.0,,
female,154196921,17,Бытовая электроника,41,Телефоны,iPhone,,,7315.0,,
female,154196921,7,Хобби и отдых,5,Спорт и отдых,Другое,,,1876.0,,
female,154196921,28,Личные вещи,47,Товары для детей и игрушки,Велосипеды и самокаты,,,6670.0,,
female,154196921,28,Личные вещи,47,Товары для детей и игрушки,Велосипеды и самокаты,,,6670.0,,
female,154196921,28,Личные вещи,47,Товары для детей и игрушки,Велосипеды и самокаты,,,6670.0,,
female,154196921,28,Личные вещи,47,Товары для детей и игрушки,Велосипеды и самокаты,,,6670.0,,
female,154196921,17,Бытовая электроника,41,Телефоны,iPhone,,,7315.0,,
female,154196921,28,Личные вещи,47,Товары для детей и игрушки,Велосипеды и самокаты,,,6670.0,,
male,154196995,17,Бытовая электроника,26,Аудио и видео,Наушники,,,3003.0,,
male,154196995,17,Бытовая электроника,26,Аудио и видео,Телевизоры и проекторы,,,5079.0,,
male,154196995,17,Бытовая электроника,26,Аудио и видео,Наушники,,,3003.0,,
male,154196995,17,Бытовая электроника,29,Товары для компьютера,Клавиатуры и мыши,,,1703.0,,
male,154196995,17,Бытовая электроника,29,Товары для компьютера,Комплектующие,Материнские платы,,1651.0,7097.0,
male,154196995,17,Бытовая электроника,29,Товары для компьютера,Клавиатуры и мыши,,,1703.0,,
male,154196995,17,Бытовая электроника,29,Товары для компьютера,Клавиатуры и мыши,,,1703.0,,
male,154196995,28,Личные вещи,22,"Одежда, обувь, аксессуары",Мужская одежда,Обувь,42,3285.0,6813.0,457.0
male,154196995,17,Бытовая электроника,29,Товары для компьютера,Клавиатуры и мыши,,,1703.0,,
male,154196995,28,Личные вещи,22,"Одежда, обувь, аксессуары",Мужская одежда,Обувь,41,3285.0,6813.0,2203.0
male,154196995,17,Бытовая электроника,26,Аудио и видео,Наушники,,,3003.0,,
male,154196995,28,Личные вещи,22,"Одежда, обувь, аксессуары",Мужская одежда,Обувь,43,3285.0,6813.0,5386.0
male,154196995,17,Бытовая электроника,36,Настольные компьютеры,,,,,,
male,154196995,17,Бытовая электроника,13,"Игры, приставки и программы",Игровые приставки,,,1353.0,,
male,154196995,28,Личные вещи,22,"Одежда, обувь, аксессуары",Мужская одежда,Джинсы,30,3285.0,2105.0,3155.0
male,154196995,28,Личные вещи,22,"Одежда, обувь, аксессуары",Мужская одежда,Обувь,42,3285.0,6813.0,457.0
male,154196995,17,Бытовая электроника,29,Товары для компьютера,Мониторы,,,1831.0,,
male,154196995,28,Личные вещи,22,"Одежда, обувь, аксессуары",Мужская одежда,Обувь,< 40,3285.0,6813.0,3640.0
male,154196995,17,Бытовая электроника,41,Телефоны,iPhone,,,7315.0,,
male,154196995,17,Бытовая электроника,29,Товары для компьютера,Клавиатуры и мыши,,,1703.0,,
male,154196995,28,Личные вещи,22,"Одежда, обувь, аксессуары",Мужская одежда,Обувь,42,3285.0,6813.0,457.0
male,154197119,17,Бытовая электроника,41,Телефоны,Lenovo,,,4451.0,,
male,154197523,17,Бытовая электроника,29,Товары для компьютера,Комплектующие,Видеокарты,,1651.0,6491.0,
male,154197523,17,Бытовая электроника,13,"Игры, приставки и программы",Игровые приставки,,,1353.0,,
male,154198573,17,Бытовая электроника,41,Телефоны,Аксессуары,Чехлы и плёнки,,2421.0,6786.0,
male,154198573,49,Животные,59,Другие животные,Грызуны,,,6679.0,,
female,154196309,39,Недвижимость,6,Комнаты,Сдам,На длительный срок,,3326.0,3473.0,
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,42–44 (S),1989.0,6949.0,7478.0
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,42–44 (S),1989.0,6949.0,7478.0
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,40–42 (XS),1989.0,4277.0,5341.0
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,40–42 (XS),1989.0,6949.0,1357.0
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,44–46 (M),1989.0,6949.0,5938.0
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,42–44 (S),1989.0,6949.0,7478.0
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Рубашки и блузки,40–42 (XS),1989.0,5943.0,7044.0
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,44–46 (M),1989.0,6949.0,5938.0
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,42–44 (S),1989.0,4277.0,6728.0
female,154196724,17,Бытовая электроника,41,Телефоны,iPhone,,,7315.0,,
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Мужская одежда,Другое,,3285.0,5995.0,
female,154196724,1,Для дома и дачи,9,Посуда и товары для кухни,Посуда,,,1804.0,,
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,42–44 (S),1989.0,6949.0,7478.0
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Мужская одежда,Верхняя одежда,50–52 (XL),3285.0,5739.0,330.0
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Аксессуары,,,2867.0,,
female,154196724,1,Для дома и дачи,9,Посуда и товары для кухни,Посуда,,,1804.0,,
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,46–48 (L),1989.0,6949.0,775.0
female,154196724,17,Бытовая электроника,41,Телефоны,iPhone,,,7315.0,,
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Рубашки и блузки,40–42 (XS),1989.0,5943.0,7044.0
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Аксессуары,,,2867.0,,
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Джинсы,26,1989.0,3831.0,5992.0
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Аксессуары,,,2867.0,,
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,42–44 (S),1989.0,4277.0,6728.0
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Джинсы,26,1989.0,3831.0,5992.0
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Другое,,1989.0,4488.0,
female,154196724,1,Для дома и дачи,9,Посуда и товары для кухни,Посуда,,,1804.0,,
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,42–44 (S),1989.0,6949.0,7478.0
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,42–44 (S),1989.0,6949.0,7478.0
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Мужская одежда,Верхняя одежда,> 54 (XXXL),3285.0,5739.0,3099.0
female,154196724,17,Бытовая электроника,41,Телефоны,Samsung,,,3549.0,,
female,154196724,17,Бытовая электроника,41,Телефоны,iPhone,,,7315.0,,
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,46–48 (L),1989.0,6949.0,775.0
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,42–44 (S),1989.0,4277.0,6728.0
female,154196724,17,Бытовая электроника,41,Телефоны,iPhone,,,7315.0,,
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,42–44 (S),1989.0,6949.0,7478.0
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Аксессуары,,,2867.0,,
female,154196724,1,Для дома и дачи,9,Посуда и товары для кухни,Посуда,,,1804.0,,
female,154196724,17,Бытовая электроника,41,Телефоны,Samsung,,,3549.0,,
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,40–42 (XS),1989.0,4277.0,5341.0
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Джинсы,26,1989.0,3831.0,5992.0
female,154196724,1,Для дома и дачи,27,Бытовая техника,Для кухни,Мелкая кухонная техника,,5289.0,3220.0,
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,42–44 (S),1989.0,6949.0,7478.0
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,42–44 (S),1989.0,6949.0,7478.0
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Мужская одежда,Другое,,3285.0,5995.0,
female,154196724,1,Для дома и дачи,27,Бытовая техника,Для кухни,Мелкая кухонная техника,,5289.0,3220.0,
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Мужская одежда,Другое,,3285.0,5995.0,
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Мужская одежда,Верхняя одежда,46–48 (M),3285.0,5739.0,3779.0
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Мужская одежда,Другое,,3285.0,5995.0,
female,154196724,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,42–44 (S),1989.0,6949.0,7478.0
female,154197460,39,Недвижимость,6,Комнаты,Сдам,На длительный срок,,3326.0,3473.0,
female,154197460,39,Недвижимость,6,Комнаты,Сдам,На длительный срок,,3326.0,3473.0,
female,154197460,39,Недвижимость,6,Комнаты,Сдам,На длительный срок,,3326.0,3473.0,
female,154197460,39,Недвижимость,6,Комнаты,Сдам,На длительный срок,,3326.0,3473.0,
female,154197460,39,Недвижимость,6,Комнаты,Сдам,На длительный срок,,3326.0,3473.0,
female,154197460,28,Личные вещи,57,Красота и здоровье,Средства гигиены,,,6734.0,,
female,154197460,250002,Услуги,250005,Предложение услуг,Другое,,,340.0,,
male,154197714,28,Личные вещи,22,"Одежда, обувь, аксессуары",Мужская одежда,Брюки,44–46 (S),3285.0,336.0,1197.0
male,154197714,28,Личные вещи,22,"Одежда, обувь, аксессуары",Мужская одежда,Обувь,42,3285.0,6813.0,457.0
male,154197714,39,Недвижимость,6,Комнаты,Сдам,На длительный срок,,3326.0,3473.0,
male,154197714,28,Личные вещи,22,"Одежда, обувь, аксессуары",Мужская одежда,Обувь,42,3285.0,6813.0,457.0
male,154197714,17,Бытовая электроника,41,Телефоны,iPhone,,,7315.0,,
male,154197714,17,Бытовая электроника,41,Телефоны,iPhone,,,7315.0,,
male,154197714,28,Личные вещи,22,"Одежда, обувь, аксессуары",Мужская одежда,Обувь,42,3285.0,6813.0,457.0
male,154197714,250003,Работа,250004,Резюме,"Без опыта, студенты",,,2179.0,,
male,154197714,17,Бытовая электроника,41,Телефоны,iPhone,,,7315.0,,
male,154197714,28,Личные вещи,22,"Одежда, обувь, аксессуары",Мужская одежда,Обувь,42,3285.0,6813.0,457.0
male,154197714,17,Бытовая электроника,41,Телефоны,iPhone,,,7315.0,,
male,154198544,17,Бытовая электроника,13,"Игры, приставки и программы",Игры для приставок,,,5884.0,,
male,154198621,250003,Работа,250004,Резюме,"Транспорт, логистика",,,3399.0,,
female,154195816,28,Личные вещи,22,"Одежда, обувь, аксессуары",Аксессуары,,,2867.0,,
female,154195816,17,Бытовая электроника,2,Ноутбуки,,,,,,
female,154195816,17,Бытовая электроника,41,Телефоны,Аксессуары,Чехлы и плёнки,,2421.0,6786.0,
female,154195816,250002,Услуги,250005,Предложение услуг,"Оборудование, производство",Аренда оборудования,,6220.0,6018.0,
female,154195816,17,Бытовая электроника,26,Аудио и видео,"Видео, DVD и Blu-ray плееры",,,756.0,,
female,154196726,250003,Работа,250004,Резюме,"Без опыта, студенты",,,2179.0,,
male,154197723,250003,Работа,250004,Резюме,Строительство,,,4227.0,,
male,154198798,17,Бытовая электроника,44,Фототехника,Оборудование и аксессуары,,,3907.0,,
female,154198805,12,Транспорт,43,Автомобили,С пробегом,Mercedes-Benz,M-класс,3250006.0,3500167.0,502451.0
female,154197748,250003,Работа,250004,Резюме,"Туризм, рестораны",,,5144.0,,
male,154198109,12,Транспорт,48,Мотоциклы и мототехника,Мотоциклы,Спортивные,,238.0,4959.0,
male,154195247,17,Бытовая электроника,41,Телефоны,iPhone,,,7315.0,,
male,154195247,17,Бытовая электроника,41,Телефоны,Samsung,,,3549.0,,
male,154195247,17,Бытовая электроника,41,Телефоны,Аксессуары,Чехлы и плёнки,,2421.0,6786.0,
male,154195247,17,Бытовая электроника,41,Телефоны,Sony,,,4171.0,,
male,154195247,17,Бытовая электроника,25,Планшеты и электронные книги,Планшеты,,,2446.0,,
male,154195247,17,Бытовая электроника,41,Телефоны,Samsung,,,3549.0,,
male,154195247,1,Для дома и дачи,27,Бытовая техника,Для кухни,Мелкая кухонная техника,,5289.0,3220.0,
male,154195247,1,Для дома и дачи,50,Ремонт и строительство,Инструменты,,,2723.0,,
male,154195247,12,Транспорт,34,Запчасти и аксессуары,Аксессуары,,,3789.0,,
male,154196015,250003,Работа,250004,Резюме,"Туризм, рестораны",,,5144.0,,
male,154196015,7,Хобби и отдых,5,Спорт и отдых,Зимние виды спорта,,,5533.0,,
male,154196015,17,Бытовая электроника,2,Ноутбуки,,,,,,
female,154196553,39,Недвижимость,54,Квартиры,Сдам,На длительный срок,2,4034.0,2459.0,4430.0
female,154196784,49,Животные,45,Собаки,Кане Корсо,,,2532.0,,
male,154196930,17,Бытовая электроника,41,Телефоны,Аксессуары,Гарнитуры и наушники,,2421.0,3462.0,
male,154196930,1,Для дома и дачи,50,Ремонт и строительство,Стройматериалы,,,981.0,,
male,154196930,7,Хобби и отдых,15,Билеты и путешествия,Концерты,,,4154.0,,
male,154196930,7,Хобби и отдых,52,Книги и журналы,Книги,,,4701.0,,
female,154197660,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Обувь,38,1989.0,2679.0,3980.0
female,154197660,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Обувь,38,1989.0,2679.0,3980.0
female,154197660,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Обувь,38,1989.0,2679.0,3980.0
female,154197660,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Обувь,37,1989.0,2679.0,2008.0
female,154197660,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Обувь,37,1989.0,2679.0,2008.0
female,154197893,250002,Услуги,250005,Предложение услуг,Уборка,Простая уборка,,3250002.0,3500091.0,
male,154198692,17,Бытовая электроника,41,Телефоны,Samsung,,,3549.0,,
male,154198692,250003,Работа,250004,Резюме,"Без опыта, студенты",,,2179.0,,
male,154198692,7,Хобби и отдых,16,Музыкальные инструменты,Для студии и концертов,,,1000.0,,
female,154199174,12,Транспорт,43,Автомобили,С пробегом,Toyota,Camry,3250006.0,3500032.0,501750.0
female,154199465,250003,Работа,250004,Резюме,Домашний персонал,Полный день,,9250001.0,10000001.0,
male,154198968,250002,Услуги,250005,Предложение услуг,"Праздники, мероприятия",,,3705.0,,
male,154200933,250002,Услуги,250005,Предложение услуг,"Ремонт, строительство","Строительство домов, коттеджей",,58.0,2250012.0,
male,154200079,12,Транспорт,34,Запчасти и аксессуары,Запчасти,Для автомобилей,Рулевое управление,1270.0,6806.0,5231.0
male,154200079,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Диски,17,7138.0,5997.0,1493.0
male,154200079,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Диски,17,7138.0,5997.0,1493.0
male,154200315,12,Транспорт,34,Запчасти и аксессуары,Запчасти,Для мототехники,,1270.0,5988.0,
male,154200315,12,Транспорт,34,Запчасти и аксессуары,Запчасти,Для автомобилей,Кузов,1270.0,6806.0,5927.0
female,154199764,39,Недвижимость,30,Гаражи и машиноместа,Продам,Машиноместо,Открытая стоянка,2893.0,5906.0,3115.0
male,154200378,17,Бытовая электроника,44,Фототехника,Зеркальные фотоаппараты,,,3092.0,,
male,154200378,17,Бытовая электроника,44,Фототехника,Объективы,,,4873.0,,
male,154200378,17,Бытовая электроника,44,Фототехника,Зеркальные фотоаппараты,,,3092.0,,
male,154200378,17,Бытовая электроника,25,Планшеты и электронные книги,Планшеты,,,2446.0,,
male,154200378,17,Бытовая электроника,41,Телефоны,iPhone,,,7315.0,,
